"코드.번호","CODE","회사명","업종.대.","업종.소.","코스피코스닥","국내여부"
"A043150",43150,"바텍","의료기기 및 용품","의료기기","코스닥",1
"A178320",178320,"서진시스템","통신","통신장비","코스닥",1
"A138250",138250,"엔에스쇼핑","유통","홈쇼핑","코스피",1
"A035810",35810,"이지바이오","식음료","사료","코스닥",1
"A007460",7460,"에이프로젠 KIC","기계","플랜트설비","코스피",1
"A003530",3530,"한화투자증권","금융","증권","코스피",1
"A072710",72710,"농심홀딩스","식음료","식료품","코스피",1
"A002620",2620,"제일파마홀딩스","제약 및 바이오","제약","코스피",1
"A016450",16450,"한세예스24홀딩스","섬유 및 의류","의류","코스피",1
"A298040",298040,"효성중공업","건설 및 건축자재","중견건설사","코스피",1
"A166090",166090,"하나머티리얼즈","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A030530",30530,"원익홀딩스","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A058650",58650,"세아홀딩스","철강 및 비철강","제강","코스피",1
"A051500",51500,"CJ프레시웨이","식음료","식료품","코스닥",1
"A032190",32190,"다우데이타","IT서비스","소프트웨어","코스닥",1
"A025900",25900,"동화기업","건설 및 건축자재","목재","코스닥",1
"A080420",80420,"모다이노칩","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A234080",234080,"JW생명과학","제약 및 바이오","제약","코스피",1
"A017810",17810,"풀무원","식음료","식료품","코스피",1
"A004690",4690,"삼천리","유틸리티","도시가스","코스피",1
"A035600",35600,"KG이니시스","IT서비스","전자결제","코스닥",1
"A095610",95610,"테스","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A182400",182400,"에이티젠","의료기기 및 용품","진단기기","코스닥",1
"A067080",67080,"대화제약","제약 및 바이오","제약","코스닥",1
"A033920",33920,"무학","식음료","음료","코스피",1
"A239610",239610,"에이치엘사이언스","제약 및 바이오","제약","코스닥",1
"A009580",9580,"무림P&P","종이 및 용기","종이","코스피",1
"A091810",91810,"티웨이항공","운송 및 물류","항공운송","코스피",1
"A009290",9290,"광동제약","제약 및 바이오","제약","코스피",1
"A038290",38290,"마크로젠","의료기기 및 용품","진단기기","코스닥",1
"A070960",70960,"용평리조트","레저산업","여행","코스피",1
"A081000",81000,"일진다이아","철강 및 비철강","광물","코스피",1
"A213500",213500,"한솔제지","종이 및 용기","종이 ","코스피",1
"A053030",53030,"바이넥스","제약 및 바이오","제약","코스닥",1
"A017960",17960,"한국카본","조선","조선기자재","코스피",1
"A031440",31440,"신세계푸드","식음료","식료품","코스피",1
"A100120",100120,"뷰웍스","의료기기 및 용품","의료기기","코스닥",1
"A087010",87010,"펩트론","제약 및 바이오","바이오","코스닥",1
"A099190",99190,"아이센스","의료기기 및 용품","의료기기","코스닥",1
"A002990",2990,"금호산업","건설 및 건축자재","중견건설사","코스피",1
"A025770",25770,"한국정보통신","IT서비스","전자결제","코스닥",1
"A268280",268280,"미원에스씨","IT 장비 및 소재","IT 소재 및 부품","코스피",1
"A047310",47310,"파워로직스","IT 장비 및 소재","카메라모듈","코스닥",1
"A002150",2150,"도화엔지니어링","건설 및 건축자재","중견건설사","코스피",1
"A078520",78520,"에이블씨엔씨","가정용품","화장품","코스피",1
"A030610",30610,"교보증권","금융","증권","코스피",1
"A019210",19210,"와이지-원","기계","공작기계","코스닥",1
"A001630",1630,"종근당홀딩스","제약 및 바이오","제약","코스피",1
"A174900",174900,"앱클론","제약 및 바이오","바이오","코스닥",1
"A015750",15750,"성우하이텍","자동차 및 관련부품","차체부품","코스닥",1
"A122900",122900,"아이마켓코리아","유통","유통","코스피",1
"A016590",16590,"신대양제지","종이 및 용기","종이","코스피",1
"A063570",63570,"한국전자금융","IT서비스","전자결제","코스닥",1
"A002020",2020,"코오롱","화학","종합 화학","코스피",1
"A281820",281820,"케이씨텍","반도체 관련장비 및 부품","반도체장비","코스피",1
"A237880",237880,"클리오","가정용품","화장품","코스닥",1
"A003300",3300,"한일홀딩스","건설 및 건축자재","시멘트 및 레미콘","코스피",1
"A016580",16580,"환인제약","제약 및 바이오","제약","코스피",1
"A086390",86390,"유니테스트","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A002250",2250,"알보젠코리아","제약 및 바이오","제약","코스피",1
"A026890",26890,"디피씨","IT 장비 및 소재","파워서플라이","코스피",1
"A222040",222040,"코스맥스엔비티","식음료","식료품","코스닥",1
"A084370",84370,"유진테크","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A950170",950170,"JTC","유통","면세점","코스닥",0
"A011760",11760,"현대상사","일반서비스","무역","코스피",1
"A001130",1130,"대한제분","식음료","식료품","코스피",1
"A004380",4380,"삼익THK","기계","자동화기기","코스피",1
"A031980",31980,"피에스케이홀딩스","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A005720",5720,"넥센","자동차 및 관련부품","타이어","코스피",1
"A115960",115960,"연우","가정용품","화장품","코스닥",1
"A003800",3800,"에이스침대","가정용품","가구","코스닥",1
"A002100",2100,"경농","화학","비료 및 농약","코스피",1
"A053580",53580,"웹케시","IT서비스","소프트웨어","코스닥",1
"A001510",1510,"SK증권","금융","증권","코스피",1
"A078020",78020,"이베스트투자증권","금융","증권","코스닥",1
"A011280",11280,"태림포장","종이 및 용기","용기 및 포장재","코스피",1
"A007340",7340,"디티알오토모티브","자동차 및 관련부품","타이어","코스피",1
"A003220",3220,"대원제약","제약 및 바이오","제약","코스피",1
"A000480",480,"조선내화","철강 및 비철강","광물","코스피",1
"A066700",66700,"테라젠이텍스","제약 및 바이오","제약","코스닥",1
"A152330",152330,"코리아오토글라스","자동차 및 관련부품","기타 자동차부품","코스피",1
"A063080",63080,"게임빌","미디어 및 엔터","게임","코스닥",1
"A008730",8730,"율촌화학","종이 및 용기","용기 및 포장재","코스피",1
"A005810",5810,"풍산홀딩스","철강 및 비철강","구리","코스피",1
"A104830",104830,"원익머트리얼즈","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A000540",540,"흥국화재","금융","손해보험","코스피",1
"A014620",14620,"성광벤드","기계","피팅 및 밸브","코스닥",1
"A011810",11810,"STX","일반서비스","무역","코스피",1
"A143160",143160,"아이디스","전기 및 전자기기","보안장비","코스닥",1
"A950110",950110,"SBI핀테크솔루션즈","IT서비스","전자결제","코스닥",1
"A051370",51370,"인터플렉스","IT 장비 및 소재","PCB","코스닥",1
"A010170",10170,"대한광통신","전기 및 전자기기","케이블","코스닥",1
"A041190",41190,"우리기술투자","금융","기타 금융","코스닥",1
"A102460",102460,"이연제약","제약 및 바이오","제약","코스피",1
"A009520",9520,"포스코엠텍","철강 및 비철강","철강소재","코스닥",1
"A101060",101060,"SBS미디어홀딩스","미디어 및 엔터","미디어","코스피",1
"A067280",67280,"멀티캠퍼스","일반서비스","교육","코스닥",1
"A161000",161000,"애경유화","화학","기타 화학","코스피",1
"A084690",84690,"대상홀딩스","식음료","식료품","코스피",1
"A078070",78070,"유비쿼스홀딩스","통신","통신장비","코스닥",1
"A060150",60150,"인선이엔티","일반서비스","환경서비스","코스닥",1
"A041830",41830,"인바디","의료기기 및 용품","의료기기","코스닥",1
"A030520",30520,"한글과컴퓨터","IT서비스","소프트웨어","코스닥",1
"A036630",36630,"세종텔레콤","통신","통신서비스","코스닥",1
"A191420",191420,"테고사이언스","제약 및 바이오","바이오","코스닥",1
"A095660",95660,"네오위즈","미디어 및 엔터","게임","코스닥",1
"A101530",101530,"해태제과식품","식음료 ","식료품","코스피",1
"A005070",5070,"코스모신소재","IT 장비 및 소재","2차전지","코스피",1
"A065620",65620,"제낙스","철강 및 비철강","스테인리스","코스닥",1
"A023160",23160,"태광","기계","피팅 및 밸브","코스닥",1
"A008490",8490,"서흥","제약 및 바이오","제약","코스피",1
"A049960",49960,"쎌바이오텍","제약 및 바이오","바이오","코스닥",1
"A097520",97520,"엠씨넥스","IT 장비 및 소재","카메라모듈","코스닥",1
"A036580",36580,"팜스코","식음료","사료","코스피",1
"A136490",136490,"선진","식음료","사료","코스피",1
"A003560",3560,"IHQ","미디어 및 엔터","매니지먼트","코스피",1
"A110790",110790,"크리스에프앤씨","섬유 및 의류","의류","코스닥",1
"A025000",25000,"KPX케미칼","화학","기타 화학","코스피",1
"A007690",7690,"국도화학","화학","합성수지","코스피",1
"A037710",37710,"광주신세계","유통","백화점","코스피",1
"A060250",60250,"NHN한국사이버결제","IT서비스","전자결제","코스닥",1
"A000430",430,"대원강업","자동차 및 관련부품","스프링","코스피",1
"A002810",2810,"삼영무역","가정용품","개인용품","코스피",1
"A255440",255440,"야스","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A002030",2030,"아세아","건설 및 건축자재","시멘트 및 레미콘","코스피",1
"A206640",206640,"바디텍메드","의료기기 및 용품","진단기기","코스닥",1
"A001500",1500,"현대차증권","금융","증권","코스피",1
"A090360",90360,"로보스타","기계","산업용 로봇","코스닥",1
"A119860",119860,"다나와","유통","전자상거래","코스닥",1
"A042520",42520,"한스바이오메드","의료기기 및 용품","의료용품","코스닥",1
"A011040",11040,"경동제약","제약 및 바이오","제약","코스닥",1
"A228850",228850,"레이언스","의료기기 및 용품","의료기기","코스닥",1
"A079980",79980,"휴비스","섬유 및 의류","섬유","코스피",1
"A000050",50,"경방","섬유 및 의류","섬유","코스피",1
"A089600",89600,"나스미디어","미디어 및 엔터","광고","코스닥",1
"A003060",3060,"에이프로젠제약","제약 및 바이오","제약","코스피",1
"A119610",119610,"인터로조","의료기기 및 용품","의료용품","코스닥",1
"A104700",104700,"한국철강","철강 및 비철강","제강","코스피",1
"A215360",215360,"우리산업","자동차 및 관련부품","공조부품","코스닥",1
"A200670",200670,"휴메딕스","제약 및 바이오","제약","코스닥",1
"A025620",25620,"제이준코스메틱","가정용품","화장품","코스피",1
"A067290",67290,"JW신약","제약 및 바이오","제약","코스닥",1
"A002780",2780,"진흥기업","건설 및 건축자재","중견건설사","코스피",1
"A032620",32620,"유비케어","의료기기 및 용품","의료서비스","코스닥",1
"A078600",78600,"대주전자재료","IT 장비 및 소재","IT 소재 및 부품","코스닥",1
"A008350",8350,"남선알미늄","건설 및 건축자재","창호","코스피",1
"A089980",89980,"상아프론테크","IT 장비 및 소재","2차전지","코스닥",1
"A004360",4360,"세방","운송 및 물류","육상운송","코스피",1
"A007160",7160,"사조산업","식음료","식료품","코스피",1
"A016380",16380,"동부제철","철강 및 비철강","강판","코스피",1
"A043610",43610,"지니뮤직","미디어 및 엔터","미디어","코스닥",1
"A004980",4980,"성신양회","건설 및 건축자재","시멘트 및 레미콘","코스피",1
"A054780",54780,"키이스트","미디어 및 엔터","매니지먼트","코스닥",1
"A052260",52260,"SK바이오랜드","가정용품","화장품","코스닥",1
"A214180",214180,"민앤지","IT서비스","보안서비스","코스닥",1
"A136480",136480,"하림","식음료","식료품","코스닥",1
"A000020",20,"동화약품","제약 및 바이오","제약","코스피",1
"A045100",45100,"한양이엔지","반도체 관련장비 및 부품","클린룸","코스닥",1
"A003070",3070,"코오롱글로벌","건설 및 건축자재","중견건설사","코스피",1
"A002840",2840,"미원상사","화학","계면활성제","코스피",1
"A078150",78150,"HB테크놀러지","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A085370",85370,"루트로닉","의료기기 및 용품","의료기기","코스닥",1
"A016250",16250,"이테크건설","건설 및 건축자재","중견건설사","코스닥",1
"A203690",203690,"프로스테믹스","가정용품","화장품","코스닥",1
"A260930",260930,"씨티케이코스메틱스","가정용품","화장품","코스닥",1
"A095190",95190,"이엠코리아","기계","공작기계","코스닥",1
"A033240",33240,"자화전자","IT 장비 및 소재","카메라모듈","코스피",1
"A013030",13030,"하이록코리아","기계","피팅 및 밸브","코스닥",1
"A140860",140860,"파크시스템스","의료기기 및 용품","의료기기","코스닥",1
"A057500",57500,"SKC 솔믹스","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A195870",195870,"해성디에스","반도체 관련장비 및 부품","반도체 부품","코스피",1
"A215000",215000,"골프존","레저산업","레저","코스닥",1
"A018290",18290,"지엠피","기계","기계","코스닥",1
"A175250",175250,"아이큐어","제약 및 바이오","제약","코스닥",1
"A068400",68400,"AJ렌터카","레저산업","레저","코스피",1
"A092230",92230,"KPX홀딩스","화학","기타 화학","코스피",1
"A001200",1200,"유진투자증권","금융","증권","코스피",1
"A034950",34950,"한국기업평가","일반서비스","신용정보","코스닥",1
"A095270",95270,"웨이브일렉트로","통신","통신장비","코스닥",1
"A241710",241710,"코스메카코리아","가정용품","화장품","코스닥",1
"A214390",214390,"경보제약","제약 및 바이오","원료의약품","코스피",1
"A095570",95570,"AJ네트웍스","운송 및 물류","운송인프라","코스피",1
"A272550",272550,"삼양패키징","종이 및 용기","용기 및 포장재","코스피",1
"A104480",104480,"티케이케미칼","섬유 및 의류","섬유","코스닥",1
"A035510",35510,"신세계 I&C","IT서비스","시스템서비스","코스피",1
"A217270",217270,"넵튠","미디어 및 엔터","게임","코스닥",1
"A012610",12610,"경인양행","섬유 및 의류","염료","코스피",1
"A003120",3120,"일성신약","제약 및 바이오","제약","코스피",1
"A183300",183300,"코미코","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A005680",5680,"삼영전자","IT 장비 및 소재","콘덴서","코스피",1
"A001940",1940,"KISCO홀딩스","철강 및 비철강","제강","코스피",1
"A102260",102260,"동성코퍼레이션","화학","폴리우레탄","코스피",1
"A102710",102710,"이엔에프테크놀로지","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A000680",680,"LS네트웍스","섬유 및 의류","의류","코스피",1
"A225570",225570,"넷게임즈","미디어 및 엔터","게임","코스닥",1
"A220630",220630,"해마로푸드서비스","식음료","식료품","코스닥",1
"A015360",15360,"예스코홀딩스","유틸리티","도시가스","코스피",1
"A298690",298690,"에어부산","운송 및 물류","항공운송","코스피",1
"A143240",143240,"사람인에이치알","IT서비스","인터넷서비스","코스닥",1
"A245620",245620,"EDGC","제약 및 바이오","바이오","코스닥",1
"A097780",97780,"에스맥","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A238090",238090,"앤디포스","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A123420",123420,"선데이토즈","미디어 및 엔터","게임","코스닥",1
"A036540",36540,"SFA반도체","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A004700",4700,"조광피혁","섬유 및 의류","피혁(가죽)","코스피",1
"A214420",214420,"토니모리","가정용품","화장품","코스피",1
"A003570",3570,"S&T중공업","자동차 및 관련부품","변속기부품","코스피",1
"A052330",52330,"코텍","레저산업","카지노","코스닥",1
"A023910",23910,"대한약품","제약 및 바이오","제약","코스닥",1
"A091120",91120,"이엠텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A053950",53950,"경남제약","제약 및 바이오","제약","코스닥",1
"A109740",109740,"디에스케이","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A007820",7820,"에스엠코어","기계","자동화기기","코스닥",1
"A007720",7720,"대명코퍼레이션","전기 및 전자기기","보안장비","코스닥",1
"A100790",100790,"미래에셋벤처투자","금융","기타 금융","코스닥",1
"A033500",33500,"동성화인텍","조선","조선기자재","코스닥",1
"A004970",4970,"신라교역","식음료","식료품","코스피",1
"A003200",3200,"일신방직","섬유 및 의류","섬유","코스피",1
"A138490",138490,"코오롱플라스틱","자동차 및 관련부품","차량 내장재","코스피",1
"A232140",232140,"와이아이케이","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A001880",1880,"삼호","건설 및 건축자재","중견건설사","코스피",1
"A082920",82920,"비츠로셀","유틸리티","스마트그리드","코스닥",1
"A095720",95720,"웅진씽크빅","일반서비스","교육","코스피",1
"A023900",23900,"풍국주정","식음료","음료","코스닥",1
"A131970",131970,"테스나","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A092130",92130,"이크레더블","일반서비스","신용정보","코스닥",1
"A068930",68930,"디지털대성","일반서비스","교육","코스닥",1
"A000970",970,"한국주철관","철강 및 비철강","강관","코스피",1
"A007660",7660,"이수페타시스","IT 장비 및 소재","PCB","코스피",1
"A243840",243840,"신흥에스이씨","IT 장비 및 소재","2차전지","코스닥",1
"A005420",5420,"코스모화학","IT 장비 및 소재","2차전지","코스피",1
"A290650",290650,"엘앤씨바이오","의료기기 및 용품","의료용품","코스닥",1
"A044820",44820,"코스맥스비티아이","식음료","식료품","코스피",1
"A059090",59090,"미코","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A089030",89030,"테크윙","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A108490",108490,"로보티즈","기계","산업용 로봇","코스닥",1
"A123860",123860,"아나패스","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A052710",52710,"아모텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A241690",241690,"유니테크노","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A067390",67390,"아스트","기계","우주항공","코스닥",1
"A217480",217480,"에스디생명공학","가정용품","화장품","코스닥",1
"A060280",60280,"큐렉소","의료기기 및 용품","의료기기","코스닥",1
"A001250",1250,"GS글로벌","일반서비스","무역","코스피",1
"A128820",128820,"대성산업","석유 및 가스","가스판매","코스피",1
"A004960",4960,"한신공영","건설 및 건축자재","중견건설사","코스피",1
"A054950",54950,"제이브이엠","의료기기 및 용품","의료기기","코스닥",1
"A179900",179900,"유티아이","IT 장비 및 소재","카메라모듈","코스닥",1
"A029460",29460,"케이씨","반도체 관련장비 및 부품","반도체장비","코스피",1
"A142760",142760,"바이오리더스","제약 및 바이오","바이오","코스닥",1
"A013580",13580,"계룡건설","건설 및 건축자재","중견건설사","코스피",1
"A018120",18120,"진로발효","식음료","음료","코스닥",1
"A008040",8040,"사조동아원","식음료","식료품","코스피",1
"A263920",263920,"블러썸엠앤씨","가정용품","화장품","코스닥",1
"A011930",11930,"신성이엔지","에너지","태양광","코스피",1
"A035890",35890,"서희건설","건설 및 건축자재","중견건설사","코스닥",1
"A001270",1270,"부국증권","금융","증권","코스피",1
"A000700",700,"유수홀딩스","운송 및 물류","해상운송","코스피",1
"A003030",3030,"세아제강지주","철강 및 비철강","제강","코스피",1
"A004150",4150,"한솔홀딩스","종이 및 용기","종이","코스피",1
"A194700",194700,"노바렉스","제약 및 바이오","바이오","코스닥",1
"A091090",91090,"세원셀론텍","제약 및 바이오","바이오","코스피",1
"A036530",36530,"S&T홀딩스","자동차 및 관련부품","변속기부품","코스피",1
"A115180",115180,"큐리언트","제약 및 바이오","바이오","코스닥",1
"A000520",520,"삼일제약","제약 및 바이오","제약","코스피",1
"A018310",18310,"삼목에스폼","건설 및 건축자재","거푸집","코스닥",1
"A166480",166480,"코아스템","제약 및 바이오","바이오","코스닥",1
"A036800",36800,"나이스정보통신","IT서비스","전자결제","코스닥",1
"A086980",86980,"쇼박스","미디어 및 엔터","영화","코스닥",1
"A039560",39560,"다산네트웍스","통신","통신장비","코스닥",1
"A027390",27390,"한화갤러리아타임월드","유통","면세점","코스피",1
"A086890",86890,"이수앱지스","제약 및 바이오","바이오","코스닥",1
"A121600",121600,"나노신소재","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A046440",46440,"KG모빌리언스","IT서비스","전자결제","코스닥",1
"A016610",16610,"DB금융투자","금융","증권","코스피",1
"A088800",88800,"에이스테크","통신","통신장비","코스닥",1
"A025320",25320,"시노펙스","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A064550",64550,"바이오니아","제약 및 바이오","바이오","코스닥",1
"A263720",263720,"디앤씨미디어","미디어 및 엔터","미디어","코스닥",1
"A064260",64260,"다날","IT서비스","전자결제","코스닥",1
"A001780",1780,"알루코","철강 및 비철강","알루미늄","코스피",1
"A201490",201490,"미투온","미디어 및 엔터","게임","코스닥",1
"A036890",36890,"진성티이씨","기계","중장비 및 관련품","코스닥",1
"A064240",64240,"홈캐스트","가정용품","셋톱박스","코스닥",1
"A084680",84680,"이월드","레저산업","레저","코스피",1
"A121800",121800,"비덴트","전기 및 전자기기","전자기기","코스닥",1
"A016100",16100,"리더스코스메틱","가정용품","화장품","코스닥",1
"A007210",7210,"벽산","건설 및 건축자재","건축자재","코스피",1
"A044490",44490,"태웅","에너지","풍력","코스닥",1
"A236200",236200,"슈프리마","전기 및 전자기기","보안장비","코스닥",1
"A067170",67170,"오텍","기계","기계","코스닥",1
"A008700",8700,"아남전자","가정용품","가전제품","코스피",1
"A028100",28100,"동아지질","건설 및 건축자재","중견건설사","코스피",1
"A036190",36190,"금화피에스시","유틸리티","전력","코스닥",1
"A137940",137940,"넥스트아이","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A039440",39440,"에스티아이","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A007110",7110,"일신석재","건설 및 건축자재","건축자재","코스피",1
"A123690",123690,"한국화장품","가정용품","화장품","코스피",1
"A058610",58610,"에스피지","기계","기계","코스닥",1
"A043370",43370,"평화정공","자동차 및 관련부품","전장부품","코스닥",1
"A011370",11370,"서한","건설 및 건축자재","중견건설사","코스닥",1
"A299910",299910,"베스파","미디어 및 엔터","게임","코스닥",1
"A006620",6620,"동구바이오제약","제약 및 바이오","제약","코스닥",1
"A210540",210540,"디와이파워","기계","중장비 및 관련품","코스피",1
"A179290",179290,"엠아이텍","의료기기 및 용품","의료용품","코스닥",1
"A049070",49070,"인탑스","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A290670",290670,"대보마그네틱","IT 장비 및 소재","2차전지","코스닥",1
"A027050",27050,"코리아나","가정용품","화장품","코스닥",1
"A138690",138690,"엘아이에스","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A054050",54050,"농우바이오","식음료","식료품","코스닥",1
"A241770",241770,"메카로","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A030790",30790,"동양네트웍스","IT서비스","시스템서비스","코스피",1
"A200710",200710,"에이디테크놀로지","반도체 관련장비 및 부품","반도체 설계","코스닥",1
"A053610",53610,"프로텍","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A048550",48550,"SM C&C","미디어 및 엔터","매니지먼트","코스닥",1
"A194370",194370,"제이에스코퍼레이션","섬유 및 의류","의류","코스피",1
"A005090",5090,"삼광글라스","종이 및 용기","용기 및 포장재","코스피",1
"A075580",75580,"세진중공업","조선","조선기자재","코스피",1
"A015860",15860,"일진홀딩스","전기 및 전자기기","케이블","코스피",1
"A006380",6380,"카프로","섬유 및 의류","섬유","코스피",1
"A000140",140,"하이트진로홀딩스","식음료","음료","코스피",1
"A040910",40910,"아이씨디","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A049180",49180,"셀루메드","의료기기 및 용품","의료용품","코스닥",1
"A033160",33160,"엠케이전자","반도체 관련장비 및 부품","반도체 부품","코스닥",1
"A001390",1390,"KG케미칼","화학","비료 및 농약","코스피",1
"A270870",270870,"뉴트리","식음료","식료품","코스닥",1
"A001530",1530,"DI동일","섬유 및 의류","섬유","코스피",1
"A229640",229640,"LS전선아시아","전기 및 전자기기","케이블","코스피",1
"A900100",900100,"뉴프라이드","자동차 및 관련부품","타이어","코스닥",0
"A110990",110990,"디아이티","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A138080",138080,"오이솔루션","통신","통신장비","코스닥",1
"A067990",67990,"도이치모터스","자동차 및 관련부품","완성차","코스닥",1
"A030210",30210,"KTB투자증권","금융","증권","코스피",1
"A001790",1790,"대한제당","식음료","식료품","코스피",1
"A131390",131390,"피앤이솔루션","IT 장비 및 소재","2차전지","코스닥",1
"A001540",1540,"안국약품","제약 및 바이오","제약","코스닥",1
"A004870",4870,"티웨이홀딩스","운송 및 물류","항공운송","코스피",1
"A196490",196490,"디에이테크놀로지","IT 장비 및 소재","2차전지","코스닥",1
"A100700",100700,"세운메디칼","의료기기 및 용품","의료용품","코스닥",1
"A282690",282690,"동아타이어","자동차 및 관련부품","타이어","코스피",1
"A002460",2460,"화성산업","건설 및 건축자재","중견건설사","코스피",1
"A005740",5740,"크라운해태홀딩스","식음료","식료품","코스피",1
"A225530",225530,"보광산업","건설 및 건축자재","건축자재","코스닥",1
"A125210",125210,"아모그린텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A153710",153710,"옵티팜","제약 및 바이오","바이오","코스닥",1
"A072020",72020,"중앙백신","제약 및 바이오","동물용의약품","코스닥",1
"A131030",131030,"디에이치피코리아","제약 및 바이오","제약","코스닥",1
"A306200",306200,"세아제강","철강 및 비철강","제강","코스피",1
"A108790",108790,"인터파크","유통","전자상거래","코스닥",1
"A122640",122640,"예스티","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A032790",32790,"엠젠플러스","전기 및 전자기기","전자기기","코스닥",1
"A115160",115160,"휴맥스","가정용품","셋톱박스","코스닥",1
"A002450",2450,"삼익악기","레저산업","레저","코스피",1
"A099750",99750,"이지케어텍","의료기기 및 용품","의료기기","코스닥",1
"A069110",69110,"코스온","가정용품","화장품","코스닥",1
"A090470",90470,"제이스텍","디스플레이 장비 및 부품","디스플레이 장비","코스닥",1
"A900290",900290,"GRT","디스플레이 장비 및 부품","디스플레이 부품","코스닥",0
"A010600",10600,"웰바이오텍","섬유 및 의류","피혁(가죽)","코스피",1
"A060720",60720,"KH바텍","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A200780",200780,"비씨월드제약","제약 및 바이오","제약","코스닥",1
"A005990",5990,"매일홀딩스","식음료","음료","코스닥",1
"A016880",16880,"웅진","IT서비스","시스템서비스","코스피",1
"A012030",12030,"DB","IT서비스","시스템서비스","코스피",1
"A072520",72520,"제넨바이오","IT 장비 및 소재","스마트폰 부품","코스닥",1
"A005960",5960,"동부건설","건설 및 건축자재","중견건설사","코스피",1
"A111870",111870,"삼본전자","가정용품","가전제품","코스닥",1
"A000860",860,"강남제비스코","건설 및 건축자재","페인트","코스피",1
"A027360",27360,"아주IB투자","금융","기타 금융","코스닥",1
"A144960",144960,"뉴파워프라즈마","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A031330",31330,"에스에이엠티","유통","유통","코스닥",1
"A077500",77500,"유니퀘스트","반도체 관련장비 및 부품","반도체 부품","코스피",1
"A035150",35150,"백산","섬유 및 의류","피혁(가죽)","코스피",1
"A206650",206650,"유바이오로직스","제약 및 바이오","바이오","코스닥",1
"A017890",17890,"한국알콜","화학","기타 화학","코스닥",1
"A009270",9270,"신원","섬유 및 의류","의류","코스피",1
"A052400",52400,"코나아이","전기 및 전자기기","스마트카드","코스닥",1
"A045520",45520,"크린앤사이언스","자동차 및 관련부품","기타 자동차부품","코스닥",1
"A160550",160550,"NEW","미디어 및 엔터","영화","코스닥",1
"A180400",180400,"캔서롭","의료기기 및 용품","진단기기","코스닥",1
"A204620",204620,"글로벌텍스프리","레저산업","레저","코스닥",1
"A068290",68290,"삼성출판사","미디어 및 엔터","미디어","코스피",1
"A009160",9160,"SIMPAC","기계","기계","코스피",1
"A251630",251630,"브이원텍","디스플레이 장비 및 부품","디스플레이 부품","코스닥",1
"A200880",200880,"서연이화","자동차 및 관련부품","차량 시트","코스피",1
"A264450",264450,"유비쿼스","통신","통신장비","코스닥",1
"A079370",79370,"제우스","반도체 관련장비 및 부품","반도체장비","코스닥",1
"A036030",36030,"KTH","유통","홈쇼핑","코스닥",1
"A077970",77970,"STX엔진","조선","조선기자재","코스피",1
"A122450",122450,"KMH","레저산업","레저","코스닥",1
"A015890",15890,"태경산업","철강 및 비철강","광물","코스피",1
"A054800",54800,"아이디스홀딩스","전기 및 전자기기","보안장비","코스닥",1
"A011320",11320,"유니크","자동차 및 관련부품","변속기부품","코스닥",1
"A039570",39570,"HDC아이콘트롤스","건설 및 건축자재","홈네트워크","코스피",1
"A021320",21320,"KCC건설","건설 및 건축자재","중견건설사","코스닥",1
"A290720",290720,"푸드나무","식음료","식료품","코스닥",1
"A206560",206560,"덱스터","미디어 및 엔터","미디어","코스닥",1
